Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Time of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country
TX0000001311,Russia,429257.56,Cash Withdrawal,2013-02-24,14:00:00,Person_7585,Oil & Gas,Switzerland,FALSE,Illegal,6,8,Bank_14,Luxembourg
TX0000001312,South Africa,3685838.72,Cryptocurrency,2013-02-24,15:00:00,Person_6914,Oil & Gas,UK,TRUE,Illegal,6,0,Bank_19,Panama
TX0000001313,UK,1379283.36,Property Purchase,2013-02-24,16:00:00,Person_8563,Luxury Goods,UK,FALSE,Illegal,4,0,Bank_199,Panama
TX0000001314,USA,467400.13,Property Purchase,2013-02-24,17:00:00,Person_6404,Casinos,Switzerland,TRUE,Illegal,1,6,Bank_485,Cayman Islands
TX0000001315,Brazil,2094927.72,Cash Withdrawal,2013-02-24,18:00:00,Person_2371,Construction,Switzerland,FALSE,Legal,8,0,Bank_265,Panama
TX0000001316,Brazil,2446742.11,Stocks Transfer,2013-02-24,19:00:00,Person_154,Real Estate,South Africa,TRUE,Illegal,7,1,Bank_256,Bahamas
TX0000001317,UK,222346.87,Property Purchase,2013-02-24,20:00:00,Person_3460,Oil & Gas,Russia,FALSE,Illegal,7,2,Bank_291,Panama
TX0000001318,China,816341.76,Cryptocurrency,2013-02-24,21:00:00,Person_9277,Construction,UAE,FALSE,Legal,8,9,Bank_446,Luxembourg
TX0000001319,UAE,4846290.89,Cryptocurrency,2013-02-24,22:00:00,Person_3469,Real Estate,Singapore,FALSE,Illegal,5,6,Bank_337,Luxembourg
TX0000001320,USA,3943226.54,Stocks Transfer,2013-02-24,23:00:00,Person_3155,Construction,UK,FALSE,Legal,9,4,Bank_152,Cayman Islands
TX0000001321,South Africa,1825099.77,Cryptocurrency,2013-02-25,0:00:00,Person_7987,Luxury Goods,Singapore,FALSE,Illegal,2,5,Bank_368,Panama
TX0000001322,Russia,4728758.27,Property Purchase,2013-02-25,1:00:00,Person_6402,Finance,China,FALSE,Illegal,4,1,Bank_28,Cayman Islands
TX0000001323,Singapore,3091269.40,Cryptocurrency,2013-02-25,2:00:00,Person_9737,Real Estate,India,FALSE,Illegal,7,0,Bank_97,Cayman Islands
TX0000001324,UAE,140267.33,Offshore Transfer,2013-02-25,3:00:00,Person_7294,Casinos,India,FALSE,Illegal,8,8,Bank_293,Luxembourg
TX0000001325,Switzerland,117179.48,Cryptocurrency,2013-02-25,4:00:00,Person_3476,Arms Trade,UAE,TRUE,Illegal,2,8,Bank_460,Switzerland
TX0000001326,UAE,1723234.93,Offshore Transfer,2013-02-25,5:00:00,Person_4248,Oil & Gas,Singapore,FALSE,Legal,2,0,Bank_266,Switzerland
TX0000001327,Singapore,1370402.95,Stocks Transfer,2013-02-25,6:00:00,Person_6317,Real Estate,Brazil,TRUE,Illegal,1,4,Bank_111,Switzerland
TX0000001328,China,4069549.32,Offshore Transfer,2013-02-25,7:00:00,Person_7083,Construction,China,FALSE,Illegal,5,3,Bank_123,Cayman Islands
TX0000001329,UK,2852870.66,Stocks Transfer,2013-02-25,8:00:00,Person_6508,Casinos,UAE,FALSE,Illegal,9,1,Bank_190,Luxembourg
TX0000001330,USA,1742707.08,Stocks Transfer,2013-02-25,9:00:00,Person_1982,Construction,Brazil,TRUE,Legal,8,2,Bank_257,Cayman Islands
TX0000001331,UAE,2826484.31,Cryptocurrency,2013-02-25,10:00:00,Person_3171,Luxury Goods,India,FALSE,Illegal,2,1,Bank_248,Panama
TX0000001332,USA,4240908.23,Cryptocurrency,2013-02-25,11:00:00,Person_1245,Construction,Singapore,FALSE,Illegal,8,5,Bank_138,Panama
TX0000001333,India,3569140.32,Cash Withdrawal,2013-02-25,12:00:00,Person_1863,Finance,Singapore,FALSE,Illegal,8,9,Bank_43,Panama
TX0000001334,South Africa,2224623.09,Stocks Transfer,2013-02-25,13:00:00,Person_2741,Luxury Goods,UK,FALSE,Illegal,6,8,Bank_451,Cayman Islands
TX0000001335,USA,1113509.67,Offshore Transfer,2013-02-25,14:00:00,Person_2180,Arms Trade,South Africa,FALSE,Legal,4,1,Bank_175,Luxembourg
TX0000001336,Switzerland,1937650.63,Offshore Transfer,2013-02-25,15:00:00,Person_8910,Oil & Gas,Singapore,FALSE,Illegal,5,8,Bank_188,Singapore
TX0000001337,UAE,2660331.38,Cryptocurrency,2013-02-25,16:00:00,Person_1542,Arms Trade,Brazil,FALSE,Illegal,10,1,Bank_303,Singapore
TX0000001338,Switzerland,2424183.25,Cash Withdrawal,2013-02-25,17:00:00,Person_2850,Finance,Russia,FALSE,Illegal,10,6,Bank_216,Singapore
TX0000001339,Brazil,4369720.27,Stocks Transfer,2013-02-25,18:00:00,Person_6520,Real Estate,Russia,FALSE,Illegal,10,6,Bank_437,Luxembourg
TX0000001340,Brazil,927857.47,Property Purchase,2013-02-25,19:00:00,Person_2189,Luxury Goods,Brazil,FALSE,Illegal,3,8,Bank_353,Singapore
TX0000001341,Brazil,3162415.95,Cryptocurrency,2013-02-25,20:00:00,Person_8037,Arms Trade,Russia,FALSE,Legal,2,5,Bank_59,Singapore
TX0000001342,Singapore,2116210.29,Offshore Transfer,2013-02-25,21:00:00,Person_254,Casinos,China,TRUE,Illegal,2,8,Bank_289,Bahamas
TX0000001343,Singapore,3604095.84,Offshore Transfer,2013-02-25,22:00:00,Person_8228,Finance,USA,FALSE,Illegal,3,4,Bank_185,Bahamas
TX0000001344,Switzerland,1006340.60,Cash Withdrawal,2013-02-25,23:00:00,Person_8804,Casinos,UAE,FALSE,Illegal,4,9,Bank_400,Switzerland
TX0000001345,USA,3833607.02,Cryptocurrency,2013-02-26,0:00:00,Person_5777,Real Estate,India,FALSE,Legal,10,9,Bank_344,Panama
TX0000001346,USA,2140808.89,Cash Withdrawal,2013-02-26,1:00:00,Person_4744,Construction,Singapore,FALSE,Illegal,8,0,Bank_35,Cayman Islands
TX0000001347,UK,4659305.30,Cash Withdrawal,2013-02-26,2:00:00,Person_6136,Finance,India,FALSE,Illegal,1,8,Bank_286,Cayman Islands
TX0000001348,Switzerland,266320.26,Offshore Transfer,2013-02-26,3:00:00,Person_3728,Finance,Singapore,FALSE,Illegal,6,8,Bank_117,Cayman Islands
TX0000001349,USA,2117426.75,Cash Withdrawal,2013-02-26,4:00:00,Person_2169,Luxury Goods,Russia,TRUE,Illegal,10,6,Bank_61,Luxembourg
TX0000001350,Switzerland,2949863.25,Cryptocurrency,2013-02-26,5:00:00,Person_7260,Finance,USA,FALSE,Legal,5,1,Bank_472,Singapore
TX0000001351,UK,4392522.80,Stocks Transfer,2013-02-26,6:00:00,Person_8030,Real Estate,Switzerland,FALSE,Illegal,3,6,Bank_80,Bahamas
TX0000001352,Russia,1159961.65,Offshore Transfer,2013-02-26,7:00:00,Person_6650,Oil & Gas,Russia,FALSE,Illegal,1,9,Bank_231,Singapore
TX0000001353,South Africa,4851525.90,Offshore Transfer,2013-02-26,8:00:00,Person_343,Arms Trade,India,FALSE,Legal,2,0,Bank_118,Bahamas
TX0000001354,South Africa,2745210.75,Cash Withdrawal,2013-02-26,9:00:00,Person_5260,Finance,Switzerland,FALSE,Illegal,5,1,Bank_351,Panama
TX0000001355,India,2293995.39,Offshore Transfer,2013-02-26,10:00:00,Person_7808,Casinos,South Africa,FALSE,Illegal,9,8,Bank_486,Singapore
TX0000001356,Brazil,4930926.21,Offshore Transfer,2013-02-26,11:00:00,Person_7981,Arms Trade,South Africa,FALSE,Legal,1,6,Bank_413,Luxembourg
TX0000001357,India,1964682.44,Stocks Transfer,2013-02-26,12:00:00,Person_5684,Finance,India,FALSE,Illegal,10,0,Bank_311,Luxembourg
TX0000001358,South Africa,3212226.95,Cryptocurrency,2013-02-26,13:00:00,Person_5590,Oil & Gas,Russia,FALSE,Illegal,2,9,Bank_369,Bahamas
TX0000001359,Singapore,218164.63,Property Purchase,2013-02-26,14:00:00,Person_2615,Arms Trade,South Africa,FALSE,Illegal,5,8,Bank_351,Singapore
TX0000001360,UK,2940226.31,Offshore Transfer,2013-02-26,15:00:00,Person_562,Luxury Goods,Singapore,FALSE,Legal,3,7,Bank_414,Singapore
TX0000001361,Russia,1583996.97,Cash Withdrawal,2013-02-26,16:00:00,Person_6942,Oil & Gas,South Africa,FALSE,Illegal,10,4,Bank_495,Cayman Islands
TX0000001362,Russia,4361629.06,Offshore Transfer,2013-02-26,17:00:00,Person_2379,Finance,USA,TRUE,Illegal,5,6,Bank_412,Panama
TX0000001363,Switzerland,2849534.38,Offshore Transfer,2013-02-26,18:00:00,Person_1629,Casinos,India,TRUE,Illegal,5,8,Bank_221,Luxembourg
TX0000001364,Brazil,4580328.77,Cryptocurrency,2013-02-26,19:00:00,Person_3187,Finance,UK,FALSE,Illegal,4,6,Bank_32,Luxembourg
TX0000001365,Russia,1540007.90,Stocks Transfer,2013-02-26,20:00:00,Person_4186,Real Estate,UAE,FALSE,Illegal,2,4,Bank_131,Bahamas
TX0000001366,Switzerland,3590894.23,Offshore Transfer,2013-02-26,21:00:00,Person_7430,Luxury Goods,Singapore,FALSE,Illegal,2,0,Bank_350,Cayman Islands
TX0000001367,Brazil,1546795.15,Property Purchase,2013-02-26,22:00:00,Person_8630,Finance,UAE,FALSE,Illegal,6,3,Bank_182,Luxembourg
TX0000001368,USA,2572222.64,Property Purchase,2013-02-26,23:00:00,Person_5921,Arms Trade,India,TRUE,Illegal,2,8,Bank_18,Singapore
TX0000001369,UK,1734173.33,Cash Withdrawal,2013-02-27,0:00:00,Person_4730,Real Estate,Russia,FALSE,Legal,2,5,Bank_63,Luxembourg
TX0000001370,India,1357080.53,Stocks Transfer,2013-02-27,1:00:00,Person_8288,Finance,UAE,FALSE,Illegal,4,1,Bank_296,Cayman Islands
TX0000001371,Brazil,3126036.17,Cash Withdrawal,2013-02-27,2:00:00,Person_6542,Construction,UAE,FALSE,Illegal,10,7,Bank_194,Panama
TX0000001372,UK,752155.01,Stocks Transfer,2013-02-27,3:00:00,Person_4203,Oil & Gas,USA,FALSE,Illegal,8,9,Bank_390,Cayman Islands
TX0000001373,Switzerland,829250.55,Offshore Transfer,2013-02-27,4:00:00,Person_3485,Real Estate,China,FALSE,Illegal,9,2,Bank_294,Panama
TX0000001374,South Africa,4778810.07,Cash Withdrawal,2013-02-27,5:00:00,Person_1265,Casinos,Russia,FALSE,Legal,6,4,Bank_316,Cayman Islands
TX0000001375,South Africa,1878294.28,Property Purchase,2013-02-27,6:00:00,Person_4042,Real Estate,Singapore,FALSE,Illegal,2,1,Bank_116,Luxembourg
TX0000001376,UK,1505954.79,Property Purchase,2013-02-27,7:00:00,Person_8351,Real Estate,USA,FALSE,Legal,9,0,Bank_370,Panama
TX0000001377,Brazil,2513981.04,Offshore Transfer,2013-02-27,8:00:00,Person_2129,Real Estate,China,FALSE,Legal,7,7,Bank_205,Panama
TX0000001378,Singapore,1454754.07,Cash Withdrawal,2013-02-27,9:00:00,Person_6182,Oil & Gas,USA,FALSE,Illegal,7,1,Bank_324,Panama
TX0000001379,Brazil,981563.30,Cash Withdrawal,2013-02-27,10:00:00,Person_844,Arms Trade,Russia,FALSE,Legal,5,2,Bank_98,Singapore
TX0000001380,USA,834866.18,Offshore Transfer,2013-02-27,11:00:00,Person_3423,Finance,China,FALSE,Legal,9,3,Bank_45,Bahamas
TX0000001381,Switzerland,4861577.91,Cash Withdrawal,2013-02-27,12:00:00,Person_5206,Real Estate,India,FALSE,Legal,5,9,Bank_311,Singapore
TX0000001382,UK,2422378.54,Cryptocurrency,2013-02-27,13:00:00,Person_3991,Real Estate,Singapore,FALSE,Illegal,9,3,Bank_402,Singapore
TX0000001383,USA,537465.52,Offshore Transfer,2013-02-27,14:00:00,Person_6837,Luxury Goods,Singapore,TRUE,Illegal,8,2,Bank_488,Switzerland
TX0000001384,South Africa,2211820.19,Stocks Transfer,2013-02-27,15:00:00,Person_7896,Luxury Goods,Singapore,FALSE,Illegal,8,6,Bank_27,Bahamas
TX0000001385,USA,509757.74,Property Purchase,2013-02-27,16:00:00,Person_7990,Oil & Gas,UK,FALSE,Legal,5,1,Bank_321,Singapore
TX0000001386,Brazil,3320911.97,Offshore Transfer,2013-02-27,17:00:00,Person_8114,Oil & Gas,UK,FALSE,Illegal,2,5,Bank_477,Luxembourg
TX0000001387,Brazil,3024934.98,Cash Withdrawal,2013-02-27,18:00:00,Person_4553,Oil & Gas,China,FALSE,Illegal,2,9,Bank_153,Cayman Islands
TX0000001388,USA,1161130.08,Offshore Transfer,2013-02-27,19:00:00,Person_5855,Real Estate,Singapore,FALSE,Illegal,8,7,Bank_288,Switzerland
TX0000001389,Singapore,431384.42,Offshore Transfer,2013-02-27,20:00:00,Person_3213,Casinos,UK,TRUE,Illegal,10,1,Bank_364,Bahamas
TX0000001390,Russia,3557010.78,Cryptocurrency,2013-02-27,21:00:00,Person_8205,Construction,China,FALSE,Illegal,7,8,Bank_201,Bahamas
TX0000001391,UAE,4304433.83,Offshore Transfer,2013-02-27,22:00:00,Person_2953,Arms Trade,Switzerland,FALSE,Legal,10,8,Bank_287,Bahamas
TX0000001392,USA,3892514.35,Property Purchase,2013-02-27,23:00:00,Person_8655,Arms Trade,USA,FALSE,Illegal,2,4,Bank_472,Panama
TX0000001393,UK,2142783.44,Cryptocurrency,2013-02-28,0:00:00,Person_9519,Casinos,India,FALSE,Illegal,9,8,Bank_296,Bahamas
TX0000001394,USA,3872608.31,Cryptocurrency,2013-02-28,1:00:00,Person_9839,Oil & Gas,India,FALSE,Illegal,2,2,Bank_278,Panama
TX0000001395,Brazil,1160414.81,Cryptocurrency,2013-02-28,2:00:00,Person_5309,Real Estate,Brazil,FALSE,Illegal,3,6,Bank_116,Luxembourg
TX0000001396,Singapore,3869064.81,Cryptocurrency,2013-02-28,3:00:00,Person_1009,Arms Trade,South Africa,FALSE,Illegal,10,7,Bank_214,Luxembourg
TX0000001397,South Africa,151210.88,Cryptocurrency,2013-02-28,4:00:00,Person_2618,Construction,UAE,TRUE,Illegal,8,2,Bank_384,Luxembourg
TX0000001398,Brazil,574190.90,Offshore Transfer,2013-02-28,5:00:00,Person_7777,Construction,Russia,FALSE,Illegal,7,1,Bank_157,Panama
TX0000001399,Switzerland,4404295.08,Cash Withdrawal,2013-02-28,6:00:00,Person_7005,Real Estate,China,TRUE,Legal,10,0,Bank_67,Cayman Islands
TX0000001400,Singapore,1621179.23,Property Purchase,2013-02-28,7:00:00,Person_4841,Oil & Gas,South Africa,TRUE,Illegal,9,3,Bank_368,Cayman Islands
TX0000001401,USA,4993865.17,Property Purchase,2013-02-28,8:00:00,Person_8917,Real Estate,USA,TRUE,Legal,9,8,Bank_8,Cayman Islands
TX0000001402,UAE,3457518.62,Offshore Transfer,2013-02-28,9:00:00,Person_7936,Luxury Goods,South Africa,TRUE,Illegal,9,1,Bank_67,Panama
TX0000001403,UAE,4921148.34,Stocks Transfer,2013-02-28,10:00:00,Person_7914,Luxury Goods,Singapore,FALSE,Illegal,8,0,Bank_334,Luxembourg
TX0000001404,UK,1568987.79,Cryptocurrency,2013-02-28,11:00:00,Person_9995,Arms Trade,Switzerland,TRUE,Legal,3,8,Bank_74,Luxembourg
TX0000001405,Singapore,2991764.02,Cash Withdrawal,2013-02-28,12:00:00,Person_9585,Luxury Goods,UK,FALSE,Illegal,9,1,Bank_197,Switzerland
TX0000001406,Singapore,2984801.10,Offshore Transfer,2013-02-28,13:00:00,Person_7073,Finance,India,TRUE,Illegal,6,0,Bank_130,Singapore
TX0000001407,Brazil,2410077.77,Cash Withdrawal,2013-02-28,14:00:00,Person_9440,Construction,UAE,FALSE,Illegal,3,6,Bank_229,Luxembourg
TX0000001408,Brazil,4964627.76,Cryptocurrency,2013-02-28,15:00:00,Person_9673,Construction,Switzerland,FALSE,Illegal,8,8,Bank_197,Cayman Islands
TX0000001409,Russia,703431.72,Property Purchase,2013-02-28,16:00:00,Person_3120,Finance,Russia,FALSE,Illegal,8,8,Bank_90,Bahamas
TX0000001410,Brazil,383524.29,Offshore Transfer,2013-02-28,17:00:00,Person_6662,Oil & Gas,UK,FALSE,Illegal,7,9,Bank_9,Bahamas
TX0000001411,India,3273053.35,Property Purchase,2013-02-28,18:00:00,Person_1658,Arms Trade,Brazil,FALSE,Illegal,9,7,Bank_243,Bahamas
TX0000001412,Russia,4272752.34,Stocks Transfer,2013-02-28,19:00:00,Person_8738,Finance,India,TRUE,Illegal,1,1,Bank_257,Cayman Islands
TX0000001413,Switzerland,2409951.78,Cash Withdrawal,2013-02-28,20:00:00,Person_5125,Finance,Brazil,FALSE,Illegal,8,6,Bank_470,Luxembourg
TX0000001414,Switzerland,324729.83,Cash Withdrawal,2013-02-28,21:00:00,Person_891,Oil & Gas,UAE,FALSE,Illegal,10,5,Bank_321,Singapore
TX0000001415,India,989181.85,Cash Withdrawal,2013-02-28,22:00:00,Person_123,Oil & Gas,China,FALSE,Legal,5,4,Bank_352,Bahamas
TX0000001416,Russia,3898505.02,Stocks Transfer,2013-02-28,23:00:00,Person_8266,Casinos,Singapore,TRUE,Legal,8,3,Bank_295,Switzerland
TX0000001417,Russia,491347.00,Property Purchase,2013-03-01,0:00:00,Person_2802,Luxury Goods,Switzerland,TRUE,Legal,8,5,Bank_45,Panama
TX0000001418,South Africa,776044.54,Stocks Transfer,2013-03-01,1:00:00,Person_9174,Arms Trade,Singapore,TRUE,Illegal,6,5,Bank_326,Bahamas
TX0000001419,Brazil,228094.15,Offshore Transfer,2013-03-01,2:00:00,Person_5988,Oil & Gas,South Africa,FALSE,Illegal,6,5,Bank_67,Singapore
TX0000001420,USA,1202564.56,Property Purchase,2013-03-01,3:00:00,Person_2147,Arms Trade,Singapore,FALSE,Illegal,5,8,Bank_316,Switzerland
TX0000001421,USA,1771874.78,Stocks Transfer,2013-03-01,4:00:00,Person_7951,Construction,USA,FALSE,Illegal,2,1,Bank_84,Singapore
TX0000001422,UK,3470698.79,Cryptocurrency,2013-03-01,5:00:00,Person_8251,Construction,UAE,FALSE,Legal,6,5,Bank_420,Switzerland
TX0000001423,UAE,2216950.61,Property Purchase,2013-03-01,6:00:00,Person_8758,Luxury Goods,China,TRUE,Illegal,1,0,Bank_354,Cayman Islands
TX0000001424,Brazil,4009921.96,Offshore Transfer,2013-03-01,7:00:00,Person_9008,Casinos,India,FALSE,Illegal,8,7,Bank_289,Singapore
TX0000001425,Russia,3133755.49,Property Purchase,2013-03-01,8:00:00,Person_6864,Oil & Gas,India,FALSE,Illegal,7,1,Bank_53,Cayman Islands
TX0000001426,South Africa,2282036.15,Cryptocurrency,2013-03-01,9:00:00,Person_1040,Oil & Gas,India,FALSE,Illegal,4,5,Bank_217,Luxembourg
TX0000001427,Russia,4101990.47,Cryptocurrency,2013-03-01,10:00:00,Person_5156,Finance,South Africa,TRUE,Illegal,9,1,Bank_380,Panama
TX0000001428,South Africa,348548.13,Cryptocurrency,2013-03-01,11:00:00,Person_4922,Construction,UK,FALSE,Illegal,2,2,Bank_351,Switzerland
TX0000001429,Switzerland,1457668.42,Property Purchase,2013-03-01,12:00:00,Person_2697,Real Estate,South Africa,FALSE,Illegal,1,7,Bank_184,Panama
TX0000001430,USA,4820719.39,Property Purchase,2013-03-01,13:00:00,Person_6350,Oil & Gas,Switzerland,FALSE,Illegal,10,4,Bank_430,Singapore
TX0000001431,Singapore,3621436.64,Cryptocurrency,2013-03-01,14:00:00,Person_8482,Construction,India,FALSE,Legal,10,0,Bank_200,Panama
TX0000001432,Singapore,3646006.96,Stocks Transfer,2013-03-01,15:00:00,Person_1085,Finance,Brazil,FALSE,Illegal,1,9,Bank_244,Luxembourg
TX0000001433,UK,3137098.23,Offshore Transfer,2013-03-01,16:00:00,Person_1122,Finance,Singapore,FALSE,Legal,9,6,Bank_382,Singapore
TX0000001434,Brazil,2434895.03,Offshore Transfer,2013-03-01,17:00:00,Person_4246,Finance,Brazil,FALSE,Illegal,8,2,Bank_264,Panama
TX0000001435,South Africa,1307591.00,Stocks Transfer,2013-03-01,18:00:00,Person_4226,Real Estate,Brazil,FALSE,Legal,2,7,Bank_199,Bahamas
TX0000001436,Russia,907901.50,Offshore Transfer,2013-03-01,19:00:00,Person_108,Construction,India,FALSE,Illegal,3,3,Bank_4,Singapore
TX0000001437,Switzerland,599893.38,Property Purchase,2013-03-01,20:00:00,Person_4281,Construction,USA,FALSE,Legal,5,3,Bank_272,Panama
TX0000001438,UAE,1334025.07,Cryptocurrency,2013-03-01,21:00:00,Person_7724,Oil & Gas,Russia,FALSE,Illegal,5,2,Bank_304,Panama
TX0000001439,India,3336672.92,Cash Withdrawal,2013-03-01,22:00:00,Person_1970,Oil & Gas,Switzerland,TRUE,Illegal,7,7,Bank_398,Bahamas
TX0000001440,China,2544160.79,Cryptocurrency,2013-03-01,23:00:00,Person_2909,Oil & Gas,Brazil,TRUE,Illegal,10,3,Bank_287,Switzerland
TX0000001441,UK,4330157.36,Offshore Transfer,2013-03-02,0:00:00,Person_3304,Luxury Goods,Singapore,FALSE,Illegal,1,3,Bank_130,Panama
TX0000001442,USA,3662759.52,Offshore Transfer,2013-03-02,1:00:00,Person_3614,Real Estate,South Africa,TRUE,Illegal,9,1,Bank_394,Cayman Islands
TX0000001443,Russia,2584835.65,Cryptocurrency,2013-03-02,2:00:00,Person_2762,Arms Trade,Switzerland,FALSE,Illegal,7,3,Bank_220,Bahamas
TX0000001444,South Africa,4699972.10,Cryptocurrency,2013-03-02,3:00:00,Person_5259,Real Estate,Brazil,FALSE,Illegal,2,3,Bank_242,Panama
TX0000001445,India,317480.14,Property Purchase,2013-03-02,4:00:00,Person_9459,Oil & Gas,UAE,FALSE,Illegal,5,4,Bank_331,Switzerland
TX0000001446,Russia,1759486.74,Stocks Transfer,2013-03-02,5:00:00,Person_1153,Oil & Gas,UK,FALSE,Illegal,2,2,Bank_416,Luxembourg
TX0000001447,UAE,2142993.64,Offshore Transfer,2013-03-02,6:00:00,Person_3391,Finance,Switzerland,FALSE,Illegal,6,4,Bank_492,Singapore
TX0000001448,Singapore,2163627.46,Stocks Transfer,2013-03-02,7:00:00,Person_702,Casinos,UAE,FALSE,Illegal,9,7,Bank_468,Singapore
TX0000001449,Russia,3899709.48,Cash Withdrawal,2013-03-02,8:00:00,Person_9887,Oil & Gas,UK,FALSE,Illegal,3,1,Bank_470,Panama
TX0000001450,USA,2149972.88,Offshore Transfer,2013-03-02,9:00:00,Person_7577,Construction,China,FALSE,Legal,6,0,Bank_409,Panama
TX0000001451,India,3889219.63,Cash Withdrawal,2013-03-02,10:00:00,Person_5976,Construction,South Africa,FALSE,Illegal,10,4,Bank_333,Bahamas
TX0000001452,UAE,999955.27,Offshore Transfer,2013-03-02,11:00:00,Person_1116,Luxury Goods,China,FALSE,Illegal,9,5,Bank_214,Singapore
TX0000001453,Switzerland,908528.22,Cash Withdrawal,2013-03-02,12:00:00,Person_84,Construction,Brazil,FALSE,Legal,4,7,Bank_251,Bahamas
TX0000001454,USA,3608467.32,Property Purchase,2013-03-02,13:00:00,Person_6921,Arms Trade,Brazil,FALSE,Legal,6,8,Bank_223,Cayman Islands
TX0000001455,Singapore,4741529.44,Offshore Transfer,2013-03-02,14:00:00,Person_1909,Casinos,UK,FALSE,Illegal,4,9,Bank_113,Cayman Islands
TX0000001456,Switzerland,4698389.26,Offshore Transfer,2013-03-02,15:00:00,Person_7193,Casinos,India,FALSE,Illegal,6,5,Bank_121,Panama
TX0000001457,UK,4027540.97,Stocks Transfer,2013-03-02,16:00:00,Person_2743,Luxury Goods,UK,FALSE,Illegal,9,8,Bank_182,Luxembourg
TX0000001458,UK,290455.65,Cryptocurrency,2013-03-02,17:00:00,Person_9241,Real Estate,South Africa,FALSE,Illegal,10,4,Bank_316,Panama
TX0000001459,Russia,2135317.47,Cash Withdrawal,2013-03-02,18:00:00,Person_815,Oil & Gas,China,FALSE,Illegal,5,9,Bank_329,Cayman Islands
TX0000001460,India,4802627.78,Cash Withdrawal,2013-03-02,19:00:00,Person_5321,Casinos,Brazil,FALSE,Illegal,4,3,Bank_294,Cayman Islands
TX0000001461,Singapore,4065087.72,Property Purchase,2013-03-02,20:00:00,Person_9977,Oil & Gas,Russia,FALSE,Legal,2,6,Bank_161,Panama
TX0000001462,UK,3885071.37,Cash Withdrawal,2013-03-02,21:00:00,Person_3909,Real Estate,USA,FALSE,Illegal,8,3,Bank_457,Bahamas
TX0000001463,Singapore,3424420.36,Cash Withdrawal,2013-03-02,22:00:00,Person_6625,Luxury Goods,Switzerland,FALSE,Legal,8,4,Bank_121,Luxembourg
TX0000001464,UAE,182671.95,Offshore Transfer,2013-03-02,23:00:00,Person_9973,Luxury Goods,Singapore,FALSE,Legal,10,6,Bank_257,Bahamas
TX0000001465,Russia,1161522.80,Cash Withdrawal,2013-03-03,0:00:00,Person_1930,Arms Trade,Russia,TRUE,Illegal,7,7,Bank_291,Cayman Islands
TX0000001466,China,44165.16,Cryptocurrency,2013-03-03,1:00:00,Person_6643,Oil & Gas,India,FALSE,Illegal,1,3,Bank_328,Singapore
TX0000001467,Brazil,1973921.81,Offshore Transfer,2013-03-03,2:00:00,Person_2977,Luxury Goods,UK,TRUE,Illegal,6,7,Bank_165,Switzerland
TX0000001468,USA,1039473.42,Cryptocurrency,2013-03-03,3:00:00,Person_2857,Arms Trade,USA,FALSE,Illegal,1,6,Bank_444,Panama
TX0000001469,Switzerland,2815381.12,Offshore Transfer,2013-03-03,4:00:00,Person_501,Oil & Gas,Singapore,FALSE,Legal,3,0,Bank_412,Switzerland
TX0000001470,Singapore,2768105.25,Property Purchase,2013-03-03,5:00:00,Person_9129,Casinos,Switzerland,FALSE,Illegal,10,7,Bank_140,Singapore
TX0000001471,Singapore,2584113.52,Offshore Transfer,2013-03-03,6:00:00,Person_2432,Oil & Gas,South Africa,TRUE,Illegal,8,6,Bank_492,Cayman Islands
TX0000001472,Switzerland,4297374.09,Cash Withdrawal,2013-03-03,7:00:00,Person_2789,Finance,Switzerland,FALSE,Illegal,8,3,Bank_262,Bahamas
TX0000001473,Brazil,4101724.28,Cryptocurrency,2013-03-03,8:00:00,Person_6898,Luxury Goods,Singapore,FALSE,Legal,3,6,Bank_402,Singapore
TX0000001474,USA,204143.47,Offshore Transfer,2013-03-03,9:00:00,Person_9662,Luxury Goods,Singapore,FALSE,Legal,6,5,Bank_367,Cayman Islands
TX0000001475,South Africa,695303.28,Cash Withdrawal,2013-03-03,10:00:00,Person_9113,Arms Trade,Switzerland,FALSE,Illegal,1,2,Bank_260,Luxembourg
TX0000001476,Singapore,4089644.32,Cash Withdrawal,2013-03-03,11:00:00,Person_9040,Oil & Gas,Switzerland,TRUE,Illegal,8,0,Bank_437,Panama
TX0000001477,USA,1866688.29,Offshore Transfer,2013-03-03,12:00:00,Person_4419,Construction,Russia,FALSE,Legal,8,5,Bank_323,Cayman Islands
TX0000001478,UK,1963025.02,Offshore Transfer,2013-03-03,13:00:00,Person_3750,Construction,Russia,FALSE,Illegal,4,6,Bank_479,Singapore
TX0000001479,UAE,2674903.24,Property Purchase,2013-03-03,14:00:00,Person_4583,Oil & Gas,USA,FALSE,Legal,10,6,Bank_287,Cayman Islands
TX0000001480,UAE,4883732.74,Property Purchase,2013-03-03,15:00:00,Person_6979,Casinos,USA,TRUE,Illegal,4,4,Bank_340,Singapore
TX0000001481,Brazil,4590819.96,Stocks Transfer,2013-03-03,16:00:00,Person_2310,Oil & Gas,Russia,TRUE,Illegal,2,9,Bank_106,Singapore
TX0000001482,USA,3430865.28,Cryptocurrency,2013-03-03,17:00:00,Person_1056,Arms Trade,China,FALSE,Illegal,8,9,Bank_83,Cayman Islands
